householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop
3.21,16.36,31.29,15.64,8.77,140891,100.0,26960,78.86,0.42,24.39,24.22,13.05,11.16,30145,10518,25677,18.54,22.45,45.12,8.71,11.04,59.88,29.5,19.19,28.8,14.08,10.4,42.05,14.73,12.67,3.63,55.05,47.23,66.38,56.74,61.01,67.56,14804,13.92,14.25,10.68,3.14,3.36,3.03,36.0,14.33,65.12,2,2192,95.25,33.62,5.75,38.05,1948,11.33,1.17,100100,138700,170300,70200,324,444,554,230,524,28.4,24.2,18.1,252,94,46.96,54.62,86.17,89.55,352,253.22,314,225.89,109422,78716.9,310.9,253.2,36,11,71,8.7,16110.7,10.55,111,13726580,89.2,0,10.23,98747.4
2.43,12.34,26.4,12.55,9.53,86878,100.0,43800,85.06,0.8,58.5,18.85,2.87,14.74,54261,23816,4807,5.58,1.84,5.82,45.65,3.03,70.55,17.03,22.11,6.06,39.81,9.06,30.94,14.05,11.63,2.94,79.33,78.66,87.02,80.28,53.62,66.89,646,1.11,3.66,2.43,2.41,2.65,2.08,63.99,2.46,42.95,3,1672,95.53,58.22,0.36,8.85,1971,0.76,0.17,146300,192800,274100,127800,457,542,664,207,610,27.2,19.3,11.4,18,13,37.25,44.2,73.84,79.75,131,152.99,123,143.65,58000,67736.4,442.7,153,8,7,94.1,27.4,3175.7,6.81,70,10062672,93.89,10,6.11,117518.9
2.63,18.18,32.79,19.12,10.39,219531,100.0,21898,75.89,0.65,33.86,22.9,9.88,15.16,29024,12398,54669,26.17,8.8,23.24,28.34,9.35,56.17,9.95,31.81,10.27,31.72,10.33,40.74,14.14,12.37,3.18,58.08,51.66,66.25,58.25,63.3,68.76,16228,9.92,6.43,4.09,2.51,2.69,2.3,56.7,5.33,52.58,2,13775,85.82,52.83,13.02,54.72,1965,5.96,0.5,43000,67900,94700,51700,199,273,346,147,354,28.5,18.2,12.5,131,7,75.16,51.53,80.32,92.04,591,258.05,445,194.3,168694,73656.8,285.4,258,20,8,103.2,76.6,2865.6,1.88,499,23308370,75.3,5,3.38,101771.3
3.04,15.49,32.09,15.48,6.13,109602,100.0,29881,83.47,0.6,19.34,16.07,11.32,10.45,32077,11899,17806,16.47,17.16,34.0,14.93,10.0,62.87,17.35,22.35,15.73,20.93,11.74,42.29,18.78,15.42,3.62,57.06,54.18,68.39,63.51,59.19,67.29,8655,11.89,16.2,11.12,2.99,3.12,2.92,37.88,24.45,78.45,2,2611,93.26,36.31,3.1,19.92,1958,4.42,0.92,135000,170400,210100,75100,468,556,670,202,618,31.2,26.3,12.8,10,95,39.84,45.42,85.65,87.55,206,186.19,188,169.92,70000,63269.4,339.8,186.2,12,6,118.9,9.5,11537.1,7.5,94,21107804,91.26,5,5.83,190782.59
2.51,13.75,28.94,13.74,11.22,96466,100.0,26770,77.3,0.52,50.43,26.38,8.46,12.54,33367,12969,12607,13.39,9.08,19.15,16.66,5.42,64.66,22.09,20.71,17.91,21.78,9.48,31.71,11.47,10.54,3.08,73.03,73.56,77.8,75.84,65.65,71.31,2155,2.83,4.1,2.64,2.45,2.7,2.12,62.36,2.25,51.49,2,1343,96.62,56.56,0.6,30.01,1962,2.71,0.32,44400,55500,70900,26500,253,314,379,126,363,25.1,20.6,13.3,150,1,81.03,51.17,82.99,92.57,128,123.63,93,89.82,36500,35253.4,285.2,123.6,10,7,210.9,45.4,2124.3,2.18,28,8103698,72.66,10,7.81,78269.4
2.36,13.38,27.1,13.31,11.4,367193,100.0,25708,78.06,1.04,40.18,24.13,5.85,13.35,32619,15434,53768,14.99,5.03,17.74,25.82,6.09,62.75,14.16,24.19,10.36,30.07,12.78,28.45,17.3,15.18,2.96,68.73,65.86,79.06,70.27,59.86,66.88,9754,3.66,3.64,2.29,2.31,2.47,2.1,59.77,2.8,51.13,2,20764,88.22,55.81,11.02,50.29,1965,7.03,0.33,42000,60500,89700,47700,225,293,380,155,358,24.4,19.8,12.8,334,91,56.17,46.2,77.81,86.27,702,186.13,624,165.45,336192,89139.7,478.9,186.1,32,14,89.2,190.1,1931.9,1.5,650,54067288,88.89,5,4.56,143356.8
2.47,12.69,29.69,14.17,12.17,99567,100.0,31911,79.96,0.5,44.61,25.99,5.86,13.83,38812,15111,8694,8.99,11.74,25.06,19.57,7.07,65.92,18.34,21.49,14.59,24.55,10.74,33.47,13.33,12.1,3.01,71.67,69.45,76.81,71.42,69.15,76.26,2089,2.99,3.45,2.18,2.4,2.69,2.15,51.62,1.61,58.39,2,4023,90.93,46.04,2.11,23.39,1953,5.81,0.39,100500,118600,143300,42800,371,467,557,186,537,26.3,23.4,15.1,147,1,60.24,49.01,78.16,85.75,165,168.12,150,152.84,55519,56568.3,336.5,168.1,7,7,191.8,34.2,2910.9,1.41,33,8124523,90.91,0,4.24,82780.8
3.61,16.1,32.83,16.31,6.19,131723,100.0,32132,82.82,0.53,25.88,18.05,13.01,11.02,34751,10728,23648,18.43,21.66,40.4,13.13,9.08,60.3,26.29,17.92,24.25,19.68,8.9,39.85,13.43,11.11,3.96,71.83,63.54,78.63,72.57,51.64,57.38,6699,7.14,21.98,16.93,3.52,3.47,3.59,56.57,25.49,56.28,2,2023,94.74,57.43,4.15,18.78,1963,5.64,0.44,107600,134200,172000,64400,427,527,646,219,592,32.0,26.8,11.6,211,6,45.96,40.16,79.41,88.17,172,118.95,152,105.12,211982,146606,1232.5,119,7,13,105.7,23.6,5570.2,3.24,77,18258220,88.37,5,4.07,126273.2
2.42,13.54,27.86,13.17,11.13,175781,100.0,26889,79.02,0.93,37.56,23.85,5.67,14.37,34347,15307,25193,14.62,6.11,18.05,30.34,5.26,64.12,10.37,31.4,10.41,33.74,11.93,31.08,16.45,14.4,3.04,64.44,58.75,73.91,64.45,70.33,75.92,8160,6.51,4.72,2.97,2.37,2.57,2.11,61.04,3.06,49.15,3,8422,89.6,56.21,9.25,36.43,1968,5.86,0.51,44200,64200,92700,48500,239,318,395,156,415,26.9,19.8,13.0,140,1,70.81,48.8,80.79,89.48,100,55.3,74,40.92,28293,15647,282.9,55.3,4,5,0,106.6,1649.7,1.44,100,8265000,74,0,4.0,45708.2
2.75,12.49,24.83,11.68,17.97,44090,97.87,29211,62.72,0.27,46.58,40.55,7.14,20.68,35996,12967,6939,16.09,11.31,27.3,17.19,7.29,48.9,14.39,27.62,14.89,26.48,7.12,28.58,9.66,8.54,3.37,76.48,75.33,90.12,76.92,50.84,62.0,1808,5.11,10.49,6.82,2.62,2.57,2.73,63.98,5.53,61.37,2,1536,91.41,65.4,2.28,53.91,1970,3.55,0.32,74400,109700,147500,73100,417,513,644,227,586,35.1,25.8,19.2,101,5,50.09,57.34,76.59,89.35,94,202.62,85,183.22,37500,80831.2,398.9,202.6,6,6,65.4,25.7,1751.5,3.9,36,7623750,90.43,10,6.38,164329.7
2.99,17.41,41.2,23.19,5.31,70161,100.0,21824,83.95,0.43,21.88,13.54,7.96,12.63,23435,10315,13248,21.73,8.24,26.15,11.41,4.82,71.56,14.33,17.12,16.51,18.9,13.12,41.14,16.86,14.78,3.14,62.54,56.29,71.93,53.09,60.62,64.55,3568,8.65,5.18,3.53,2.59,2.57,2.6,37.25,5.87,60.54,2,3109,88.32,37.49,5.08,55.87,1973,11.93,0.73,46900,60100,76200,29300,233,319,389,156,410,26.2,21.4,13.4,28,10,48.68,29.01,57.05,66.02,138,203.28,133,195.92,91792,135214.91,665.2,203.3,4,10,7,51.8,1354.9,3.02,93,5530930,96.38,10,2.9,81473.8
2.48,11.61,26.48,12.0,13.09,49998,100.0,24898,79.31,0.68,31.97,26.14,4.62,10.03,28424,13297,7570,15.48,11.25,30.7,17.89,8.23,62.11,9.49,24.17,11.81,22.63,13.98,33.22,17.9,16.08,3.14,61.82,58.0,74.4,62.44,73.88,76.96,2369,7.52,8.32,5.03,2.44,2.71,2.18,54.1,15.46,77.26,2,1980,91.04,48.68,1.62,18.18,1964,3.44,0.62,59800,71800,93500,33700,371,423,496,125,489,28.5,24.2,12.5,10,14,26.15,43.15,78.04,80.7,102,187.77,98,180.41,40000,73636.3,392.2,187.8,4,6,249.7,8.7,5728.5,7.87,64,7630773,96.08,10,3.92,140475.59
2.74,16.18,29.7,15.17,10.48,196594,100.0,23270,77.64,0.91,29.46,26.94,10.83,12.77,28401,12216,43216,22.68,9.01,24.97,26.91,8.79,59.11,9.73,30.65,12.48,28.01,10.91,36.89,15.27,13.3,3.27,57.38,50.61,66.54,58.36,72.0,75.56,16372,10.76,7.57,5.18,2.64,2.78,2.46,60.21,6.2,45.98,3,7509,90.54,57.3,10.37,40.18,1965,7.47,0.57,39900,54600,76600,36700,175,290,375,200,388,28.8,21.8,14.0,93,2,82.08,54.94,84.57,93.26,350,179.37,238,121.97,195276,100078.4,557.9,179.4,14,9,48.6,112.9,1741.2,1.86,210,15920730,68,5,4.0,81593.3
2.51,15.22,29.63,15.68,12.01,182044,100.0,19779,69.08,0.34,27.28,28.83,15.5,19.55,24819,9946,46480,26.53,10.74,31.66,12.29,10.39,51.62,18.62,25.98,17.69,21.74,15.52,38.43,19.24,17.53,3.1,49.22,43.22,51.14,48.38,49.49,58.68,15663,10.87,6.17,3.98,2.41,2.47,2.35,52.22,2.96,54.84,2,7700,90.42,50.98,14.44,48.9,1946,8.83,0.55,31800,43200,56200,24400,172,253,321,149,329,29.3,17.8,13.7,406,5,67.44,51.74,85.18,91.36,506,282.17,396,220.83,213229,118905.1,421.4,282.2,12,12,256,57.0,3194.8,7.48,270,31776600,78.26,0,2.37,177199.2
2.51,10.76,24.85,11.54,13.51,48718,100.0,44004,80.23,0.51,54.79,27.89,4.71,14.66,56684,24330,3645,7.68,7.88,19.69,37.48,5.02,64.7,8.84,32.52,5.95,40.1,8.16,36.51,11.95,10.22,3.05,73.04,67.53,86.67,69.74,58.18,69.55,2181,6.71,6.36,4.03,2.39,2.56,2.21,55.26,6.12,61.1,2,1282,93.81,51.63,0.94,36.19,1950,2.28,0.44,239300,296000,390400,151100,386,545,777,391,589,25.9,20.9,13.9,539,3,59.62,60.63,82.48,90.09,200,402.58,176,354.27,47951,96519.7,239.8,402.6,2,9,107.2,10.2,4794.1,18.8,56,12450292,88,0,1.0,250609.7
3.21,17.84,31.16,15.53,8.0,515181,99.97,23460,80.77,0.6,27.54,21.77,9.74,16.12,25157,9603,128886,25.32,22.23,34.67,16.2,9.85,55.19,16.73,24.39,16.24,25.83,8.69,31.32,14.05,11.54,3.63,72.19,65.81,79.82,73.7,51.2,57.49,16162,3.76,12.4,9.83,3.17,3.32,2.97,60.32,14.01,43.94,3,8080,95.21,57.62,5.24,29.26,1970,8.62,0.92,45500,58500,78800,33300,214,303,384,170,349,26.1,20.6,12.0,359,95,51.27,52.51,81.68,84.6,738,125.04,654,110.81,550000,93186.4,745.3,125,36,6,90.5,254.2,2027.3,3.13,525,36031496,88.62,5,4.88,61048.1
2.68,18.99,32.55,20.49,14.68,57483,100.0,19118,68.85,0.54,35.76,36.02,9.56,19.04,24876,10527,10140,20.43,8.83,27.66,15.83,8.33,50.05,16.38,28.97,16.45,23.68,12.68,38.56,14.75,13.75,2.98,65.58,62.99,69.92,69.32,61.94,68.92,1144,2.78,4.05,2.5,2.32,2.41,2.17,64.53,2.18,63.13,2,2589,89.25,62.11,4.48,49.09,1939,10.43,0.63,20900,32300,46900,26000,168,224,280,112,282,27.4,16.6,12.9,73,0,74.16,48.43,76.15,88.35,117,192.65,109,179.47,45962,75678.8,392.8,192.6,8,7,33,28.7,2006.2,1.25,66,2857353,93.16,0,6.84,47047.8
3.01,14.78,30.37,14.56,9.0,164164,100.0,25533,73.63,0.33,27.88,23.34,17.98,15.9,28843,10865,36174,22.79,12.54,31.91,12.71,10.69,54.27,12.3,24.82,15.67,20.9,13.11,34.9,17.73,15.47,3.43,61.49,55.92,65.33,64.98,46.31,55.83,9790,7.94,11.74,8.42,2.9,2.84,2.97,51.21,14.54,60.73,2,4322,92.65,52.25,10.55,26.26,1963,7.95,0.44,75500,96200,127100,51600,334,422,517,183,485,32.1,22.9,11.5,828,133,51.89,40.1,72.08,88.19,1139,623.66,701,383.83,577907,316432.5,507.4,623.7,44,7,92.2,57.1,2876.8,1.72,531,99870704,61.55,5,3.86,546841.19
2.47,13.87,31.43,15.28,10.4,231636,100.0,22785,72.54,0.33,34.45,24.83,16.52,14.6,27675,11704,52237,23.5,11.03,31.21,18.99,8.8,57.84,24.75,29.63,16.58,24.85,13.21,45.78,16.76,15.12,3.14,46.1,42.05,49.89,46.18,56.1,63.2,23779,14.34,6.99,3.94,2.37,2.61,2.18,48.42,2.93,53.97,2,7547,92.54,44.0,9.51,32.68,1939,7.79,0.53,53600,65200,75500,21900,307,377,444,137,442,32.3,22.1,15.7,294,1,69.01,45.53,85.12,91.51,628,272.16,556,240.95,453696,196618.8,722.4,272.2,34,7,230.5,37.1,6248.1,10.77,285,54179436,88.54,10,5.41,234798.09
2.51,20.19,37.58,23.27,7.38,74195,92.66,25165,83.87,1.7,41.84,16.19,3.22,11.83,35332,13690,11221,15.04,4.16,12.86,38.05,6.05,63.66,8.64,36.73,8.96,35.72,8.99,40.25,13.35,11.19,2.98,75.6,73.94,82.88,76.41,61.9,72.12,606,1.3,3.03,1.85,2.34,2.61,2.06,56.93,2.39,50.93,2,3743,89.5,51.04,3.74,41.89,1973,4.9,0.19,46800,65600,90500,43700,236,294,369,133,362,28.9,19.3,12.1,32,0,58.2,36.91,62.73,85.64,121,137.77,91,103.62,43327,49333.3,358.1,137.8,11,11,174.2,183.4,436.6,1.22,48,4651812,75.21,0,9.09,52966.8
2.79,15.34,32.56,16.73,10.69,103439,100.0,29351,75.39,0.43,33.27,26.31,14.64,14.28,35138,12701,17900,17.99,16.6,34.21,15.51,10.68,58.39,29.49,23.48,17.96,22.9,9.04,42.34,12.51,10.84,3.3,62.75,58.43,68.03,62.77,55.5,64.18,4164,5.62,8.41,5.6,2.68,2.85,2.56,44.59,6.65,57.63,2,3283,91.85,41.89,3.08,27.72,1944,5.04,1.0,106500,131100,158000,51500,324,494,600,276,561,28.4,22.3,13.7,182,50,69.08,48.07,82.37,86.87,177,183.27,153,158.42,100000,103543.3,565,183.3,19,7,151.4,14.3,7247.1,2.95,24,9241061,86.44,0,10.73,95684.9
2.56,14.14,27.75,13.47,11.3,95027,99.68,26218,76.25,0.76,42.51,26.36,8.0,16.97,32611,12557,14452,15.59,7.16,21.19,20.14,6.51,61.58,17.62,22.98,16.81,24.95,10.16,30.8,13.35,11.85,3.08,68.0,65.35,71.42,72.26,63.89,69.95,3696,5.04,4.64,3.12,2.5,2.65,2.25,64.98,1.99,48.98,3,3138,92.22,61.17,7.84,43.56,1956,4.27,0.31,37200,48800,65100,27900,220,283,345,125,351,26.3,17.3,13.1,107,31,63.82,51.41,81.4,86.3,142,145.78,123,126.27,94000,96499.3,662,145.8,6,10,110.3,63.6,1499.7,1.06,61,8517862,86.62,10,4.23,87443.4
2.42,15.95,35.77,19.54,7.94,207951,100.0,32451,86.08,1.07,45.56,17.63,4.07,11.01,42212,16896,22942,11.8,4.77,13.44,40.56,3.97,68.92,12.34,27.11,7.46,35.46,9.84,42.21,13.94,11.97,2.92,69.26,66.76,81.34,69.03,65.99,72.95,7020,6.06,3.13,1.8,2.26,2.5,2.05,51.85,2.62,55.36,2,6821,92.64,46.88,1.06,22.25,1974,3.65,0.26,72500,96600,135300,62800,320,394,474,154,479,24.6,22.1,12.6,215,2,56.1,36.91,65.43,80.42,413,171.45,397,164.8,129983,53959.3,314.7,171.4,29,13,58.5,91.3,2277.5,2.79,248,21762752,96.13,5,7.02,90342.7
3.29,17.6,31.78,15.89,7.72,87492,100.0,17386,69.28,0.09,12.29,24.94,26.92,12.29,18874,7276,30588,36.56,20.02,50.33,6.44,16.3,46.1,19.29,27.65,24.0,13.89,13.69,51.26,18.62,16.34,3.71,32.86,26.62,31.47,33.55,45.56,54.73,17760,24.19,16.47,11.93,3.15,3.15,3.15,48.4,15.24,48.76,3,3512,88.35,48.39,39.89,63.87,1945,20.8,1.76,21500,31300,42900,21400,167,323,416,249,414,32.5,20.6,16.2,293,122,55.54,55.36,85.83,90.57,291,349.36,234,280.93,113574,136349.91,390.3,349.4,9,12,117.3,9.1,9575.4,18.34,72,15887845,80.41,5,3.09,190739.59
4.06,18.21,35.51,18.15,5.84,106209,100.0,28034,82.36,0.43,18.42,17.57,15.41,10.32,28004,8056,23446,22.51,31.87,55.72,6.01,9.4,58.34,34.47,12.19,33.92,11.3,7.45,42.66,12.52,9.9,4.24,68.91,59.98,74.73,71.86,46.63,51.27,7165,9.19,28.02,23.29,4.0,3.56,4.29,35.85,42.63,73.74,2,1036,96.19,40.21,4.44,29.25,1962,8.56,1.33,133800,172100,208300,74500,446,541,642,196,600,30.0,26.7,11.7,287,152,40.11,45.15,82.83,85.56,113,107.43,108,102.67,58700,55805.4,519.5,107.4,11,12,126.8,9.8,10789.2,6.47,30,14800384,95.58,10,9.73,140705.41
2.42,16.73,35.98,19.84,6.63,465577,100.0,25414,85.66,1.08,40.55,14.21,4.5,10.26,33481,14295,80369,17.93,7.84,17.67,34.4,6.32,67.27,11.16,28.83,8.36,34.29,11.1,43.04,16.11,13.62,3.09,68.53,64.23,78.72,67.33,67.2,73.16,12068,4.49,5.83,3.24,2.33,2.63,2.12,45.91,6.76,60.53,2,24906,88.53,40.58,6.05,39.57,1974,7.47,0.49,54400,72600,99500,45100,275,346,440,165,410,27.3,22.6,12.6,478,60,60.91,36.25,68.16,87.35,795,158.36,584,116.33,512250,102038.2,644.3,158.4,22,9,62.9,225.6,2063.8,5.04,279,49661112,73.46,5,2.77,98923
2.83,12.59,26.78,12.12,8.07,54882,97.18,47482,87.56,0.68,47.69,19.49,3.27,14.19,52927,18859,1947,3.47,5.02,16.79,24.22,4.49,70.08,16.21,18.78,12.73,28.83,6.05,29.04,9.14,7.65,3.24,84.91,82.93,93.5,80.75,50.35,63.56,454,1.2,4.47,3.5,2.81,3.06,2.29,73.82,2.31,45.56,3,1132,94.64,67.89,1.41,49.73,1966,0.89,0.26,133700,159800,191300,57600,511,577,647,136,621,24.3,24.7,15.4,0,0,48.84,59.15,73.06,83.7,87,147.86,76,129.16,23993,40776,275.8,147.9,3,6,54,39.4,1434.0,13.8,48,7106686,87.36,0,3.45,120777.8
2.35,11.78,25.45,12.17,15.0,96397,100.0,22591,73.4,0.51,32.62,32.93,8.82,15.96,28203,12513,15238,16.08,13.56,32.03,15.65,5.47,58.89,16.36,22.75,17.62,20.81,13.47,30.1,16.44,15.09,2.91,60.93,55.91,70.25,64.43,61.53,69.6,4860,6.48,3.82,2.42,2.3,2.42,2.15,59.41,2.04,49.65,3,3354,92.44,56.63,4.5,34.62,1956,8.47,0.42,40000,54000,72600,32600,210,278,349,139,336,24.3,18.8,12.7,285,15,73.5,53.69,78.16,90.25,242,247.91,223,228.45,91565,93801.2,378.4,247.9,14,14,83.7,44.4,2168.8,2.96,87,9162440,92.15,0,5.79,93862.1
2.45,12.71,27.17,12.5,11.44,433511,99.63,26713,77.98,0.9,36.73,25.43,7.86,14.5,32969,13799,65381,15.32,6.95,21.2,22.05,7.23,62.88,13.7,24.16,13.64,26.54,13.42,33.59,16.8,15.22,3.08,61.2,56.13,68.81,64.36,66.35,74.0,23818,7.41,5.78,3.59,2.4,2.61,2.12,61.99,3.19,52.33,2,24182,88.02,56.93,7.5,36.56,1956,4.85,0.51,37000,56100,79800,42800,233,324,415,182,404,25.0,18.4,12.7,597,96,59.15,51.94,80.71,87.8,1148,257.66,1045,234.54,632072,141863.59,550.6,257.7,44,7,72.1,322.7,1348.3,5.78,449,100274208,91.03,10,3.83,225057.7
2.61,12.05,25.74,12.25,14.86,188082,100.0,36376,74.73,0.36,42.98,31.43,9.15,17.73,43305,17484,20436,11.03,11.2,26.45,21.91,6.48,58.85,12.21,28.52,10.79,28.99,7.24,35.15,10.87,9.21,3.17,66.68,61.72,73.65,68.22,47.05,58.15,8463,6.18,6.69,4.6,2.57,2.76,2.42,46.77,6.85,63.64,2,3461,95.42,43.54,3.15,43.72,1952,5.54,0.72,183600,228100,282100,98500,357,482,625,268,522,25.4,22.9,15.1,253,10,66.8,67.23,84.48,93.31,524,286.09,454,247.88,107811,58862.9,205.7,286.1,31,10,189.9,18.7,10040.9,23.23,200,43099132,86.64,5,5.92,235313.8
2.34,11.1,21.72,11.1,18.96,61491,100.0,42314,71.55,0.71,60.39,33.74,2.24,18.19,53544,28307,3282,5.51,3.65,11.56,34.86,3.29,58.08,8.0,23.72,4.89,37.49,8.39,27.41,10.7,9.6,2.78,81.02,79.93,91.36,83.84,52.43,62.4,417,0.98,2.36,1.55,2.27,2.35,2.03,77.13,1.93,54.26,2,6746,79.58,74.47,0.58,22.37,1974,0.74,0.09,118900,165300,277000,158100,480,581,692,212,656,28.3,24.3,12.1,0,0,14.83,45.32,65.31,76.26,124,183.88,115,170.53,71004,105290.9,572.6,183.9,8,7,35.5,28.2,2183.4,0.56,99,10177667,92.74,10,6.45,150923.3
3.13,14.34,30.37,14.46,6.56,782225,100.0,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,71676,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,20538,3.89,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9147,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,120100,554,692,888,334,755,28.9,25.6,11.9,917,145,46.54,45.6,80.84,87.8,387,47.03,208,25.28,222987,27099.5,576.2,47,6,13,386.3,177.4,4408.8,3.58,96,30479496,53.75,10,1.55,37041.6
2.6,16.06,28.38,15.86,13.9,43467,100.0,22423,72.68,0.56,30.21,30.57,12.23,14.93,29304,12142,8946,21.79,14.51,34.09,23.43,6.9,56.69,26.46,25.81,22.01,26.08,12.81,35.33,15.54,14.35,3.11,52.37,45.59,53.81,49.56,64.81,72.6,4001,11.18,5.94,3.86,2.45,2.51,2.4,49.38,3.89,51.94,2,1238,93.1,48.22,5.33,37.88,1962,10.32,0.76,37700,58300,83800,46100,149,257,346,197,341,25.7,19.7,12.7,120,5,74.55,52.4,83.84,89.8,120,261.82,112,244.37,89884,196112,749,261.8,29,9,149.5,18.7,2319.0,2.39,46,5383915,93.33,0,24.17,117468.1
2.49,13.02,28.82,13.38,8.89,396003,100.0,31873,84.82,0.51,37.52,19.77,5.19,10.93,38553,16793,42312,10.83,6.02,19.02,28.35,4.16,70.05,14.3,20.58,13.19,28.73,11.21,33.07,15.05,13.26,3.05,67.14,62.84,77.44,68.57,64.88,72.7,18018,6.75,4.26,2.8,2.45,2.62,2.25,58.65,3.33,48.98,3,11439,93.29,54.98,3.16,25.91,1970,4.28,0.4,59600,81300,121300,61700,277,377,467,190,462,24.3,20.1,12.6,534,104,54.84,45.81,75.14,81.25,160,29.4,147,27.01,24089,4426.9,150.6,29.4,11,9,21.4,180.5,2193.2,4.44,152,9000000,91.88,0,6.88,16539.7
2.45,13.77,26.7,13.56,13.57,152488,100.0,22197,72.7,0.52,30.1,29.87,9.76,14.79,27487,12332,26803,18.18,12.71,31.04,18.24,6.9,56.09,18.02,23.37,17.19,24.71,13.36,30.6,16.68,15.18,2.99,59.57,52.66,65.52,61.86,60.61,66.87,8607,7.21,4.27,2.78,2.37,2.52,2.19,57.71,2.85,56.42,2,7424,89.33,54.23,4.3,34.47,1961,7.15,0.37,37600,54100,75800,38200,177,271,361,184,360,25.7,19.5,13.7,150,2,63.33,53.12,84.4,88.15,371,239.91,323,208.87,148000,95705.5,398.9,239.9,26,8,61.5,122.7,1242.6,3.06,464,22161038,87.06,0,7.01,143306.41
3.11,13.89,28.54,14.13,12.85,60738,100.0,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,9900,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8.0,3.49,74.34,68.82,82.73,78.04,54.93,57.29,1309,2.78,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,793,96.09,54.93,1.39,16.39,1962,1.5,1.0,177900,238800,304200,126300,492,606,702,210,661,31.8,23.3,11.7,0,0,35.79,50.94,79.75,82.46,70,120.25,69,118.53,24000,41228.6,342.9,120.3,4,8,142.9,7.9,7676.7,4.88,28,6941698,98.57,5,5.71,119248.6
2.77,14.0,28.25,13.72,12.31,91444,100.0,36991,79.76,0.41,38.18,24.79,6.74,15.61,41897,16696,7189,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,10.96,31.84,14.42,12.74,3.19,72.32,66.63,79.7,75.27,60.97,66.87,2320,3.62,7.56,5.45,2.71,2.88,2.52,55.8,11.93,60.01,2,1289,96.24,52.48,2.95,16.83,1958,2.17,0.41,182100,231600,295200,113100,519,602,706,187,649,26.8,23.7,11.3,0,3,47.23,49.24,87.87,91.74,105,104.59,94,93.63,31285,31163.2,298,104.6,6,8,356,12.9,7097.5,1.8,50,11173891,89.52,5,5.71,111303.7
2.6,15.09,27.92,13.99,12.37,196278,100.0,22446,74.09,0.48,31.78,29.3,8.39,15.71,28220,12509,42838,22.43,9.0,25.16,21.42,9.13,55.14,12.85,29.01,12.65,28.76,11.13,32.54,15.49,13.52,3.15,61.16,55.21,66.09,60.95,62.67,68.03,12382,7.64,5.66,3.85,2.53,2.67,2.34,61.3,3.91,42.61,3,7375,91.09,58.07,6.83,44.15,1963,6.34,0.43,38800,55400,80700,41900,162,248,315,153,332,26.5,19.0,13.0,206,16,71.34,53.73,86.06,89.27,365,177.07,309,149.9,134308,65154.4,368,177.1,18,13,490.6,122.3,1605.1,1.59,226,10837749,84.66,10,4.93,52575.2
